,predction_0,predction_1,predction_2,predction_3,predction_4,predction_5,predction_6,predction_7,predction_8,predction_9
26,Brc1nnc(-c2ccccc2)s1.CC1(C)OB(c2ccc3c(c2)CC(=O)N3)OC1(C)C,CCCC[Sn](CCCC)(CCCC)c1nnc(-c2ccccc2)s1.O=C1Cc2cc(Br)ccc2N1,Brc1nnc(-c2ccccc2)s1.O=C1Cc2cc(Br)ccc2N1,Brc1nnc(-c2ccccc2)s1.O=C1Cc2cc(B(O)O)ccc2N1,Brc1nnc(-c2ccccc2)s1.CC1(C)COB(c2ccc3c(c2)CC(=O)N3)OC1,O=C1Cc2cc(-c3nnc(Br)s3)ccc2N1.OB(O)c1ccccc1,C[Sn](C)(C)c1nnc(-c2ccccc2)s1.O=C1Cc2cc(Br)ccc2N1,Ic1nnc(-c2ccccc2)s1.CC1(C)OB(c2ccc3c(c2)CC(=O)N3)OC1(C)C,O=C1Cc2cc(Br)ccc2N1.Clc1nnc(-c2ccccc2)s1,O=C1Cc2cc(Br)ccc2N1.OB(O)c1nnc(-c2ccccc2)s1
27,Nc1cnc(Br)cc1-c1cc(-c2ccc(CN3CCCCC3)cc2)cnc1F.C#C[Si](C)(C)C,Nc1cnc(I)cc1-c1cc(-c2ccc(CN3CCCCC3)cc2)cnc1F.C#C[Si](C)(C)C,Nc1cnc(OS(=O)(=O)C(F)(F)F)cc1-c1cc(-c2ccc(CN3CCCCC3)cc2)cnc1F.C#C[Si](C)(C)C,Nc1cnc(Cl)cc1-c1cc(-c2ccc(CN3CCCCC3)cc2)cnc1F.C#C[Si](C)(C)C,OB(O)c1ccc(CN2CCCCC2)cc1.C[Si](C)(C)C#Cc1cc(-c2cc(Br)cnc2F)c(N)cn1,CC1(C)OB(c2ccc(CN3CCCCC3)cc2)OC1(C)C.C[Si](C)(C)C#Cc1cc(-c2cc(Br)cnc2F)c(N)cn1,Brc1ccc(CN2CCCCC2)cc1.CC1(C)OB(c2cnc(F)c(-c3cc(C#C[Si](C)(C)C)ncc3N)c2)OC1(C)C,CC1(C)OB(c2cc(-c3cc(-c4ccc(CN5CCCCC5)cc4)cnc3F)c(N)cn2)OC1(C)C.C#C[Si](C)(C)C,C[Si](C)(C)C#Cc1cc(-c2cc(I)cnc2F)c(N)cn1.CC1(C)OB(c2ccc(CN3CCCCC3)cc2)OC1(C)C,C[Si](C)(C)C#Cc1cc(-c2cc(I)cnc2F)c(N)cn1.OB(O)c1ccc(CN2CCCCC2)cc1
28,Brc1ccc2ccccc2c1.OB(O)c1ccnc(F)c1,Fc1cc(Br)ccn1.OB(O)c1ccc2ccccc2c1,Brc1ccc2ccccc2c1.CC1(C)OB(c2ccnc(F)c2)OC1(C)C,Brc1ccc2ccccc2c1.CCCC[Sn](CCCC)(CCCC)c1ccnc(F)c1,C[Sn](C)(C)c1ccnc(F)c1.Ic1ccc2ccccc2c1,Fc1cc(I)ccn1.OB(O)c1ccc2ccccc2c1,Fc1cc(Cl)ccn1.OB(O)c1ccc2ccccc2c1,CCCC[Sn](CCCC)(CCCC)c1ccnc(F)c1.Ic1ccc2ccccc2c1,O=S(=O)(Oc1ccc2ccccc2c1)C(F)(F)F.CCCC[Sn](CCCC)(CCCC)c1ccnc(F)c1,Fc1cc([Zn+])ccn1.Brc1ccc2ccccc2c1
29,Cc1ccc(C(C)(C)C#N)cc1.O=C1CCC(=O)N1Br,BrC(Br)(Br)Br.CC(C)(C#N)c1ccc(CO)cc1,CC(C)(C#N)c1ccc(CCl)cc1.BrC(Br)(Br)Br,O=C1CCC(=O)N1Br.CC(C)(C#N)c1ccc(CCl)cc1,CC(C)(C#N)c1ccc(CF)cc1.Br,CC(C)(C#N)c1ccc(COS(C)(=O)=O)cc1.Br,CC(C)(C#N)c1ccc(CF)cc1.BrC(Br)(Br)Br,O=C1CCC(=O)N1Br.CC(C)(C#N)c1ccc(CBr)cc1,COC(=O)Cc1ccc(C(C)(C)C#N)cc1.O=C1CCC(=O)N1Br,Cc1ccc(C(C)(C)C#N)cc1.Br
30,CCNC(=O)Nc1cc(Cl)c(B2OC(C)(C)C(C)(C)O2)cn1.CCOC(=O)c1cncc(Br)c1,CCOC(=O)c1cncc(B2OC(C)(C)C(C)(C)O2)c1.CCNC(=O)Nc1cc(Cl)c(Br)cn1,CCOC(=O)c1cncc(B2OC(C)(C)C(C)(C)O2)c1.CCNC(=O)Nc1cc(Cl)c(I)cn1,CCOC(=O)c1cncc(Br)c1.CCNC(=O)Nc1cc(Cl)c(B(O)O)cn1,CCNC(=O)Nc1cc(Cl)c(I)cn1.CCOC(=O)c1cncc(B(O)O)c1,CCNC(=O)Nc1cc(Cl)c(I)cn1.CCOC(=O)c1cncc(Br)c1,CCNC(=O)Nc1cc(Cl)c(B2OC(C)(C)C(C)(C)O2)cn1.CCOC(=O)c1cncc(OS(=O)(=O)C(F)(F)F)c1,CCOC(=O)c1cncc(I)c1.CCNC(=O)Nc1cc(Cl)c(B2OC(C)(C)C(C)(C)O2)cn1,CCOC(=O)c1cncc(B(O)O)c1.CCNC(=O)Nc1cc(Cl)c(Br)cn1,CCNC(=O)Nc1cc(Cl)c(I)cn1.CCOC(=O)c1cncc([Sn](C)(C)C)c1
31,COc1ncc(B(O)O)cn1.Cc1c2n(c3c(Br)cc(F)cc13)CCNC2=O,COc1ncc(B2OC(C)(C)C(C)(C)O2)cn1.Cc1c2n(c3c(Br)cc(F)cc13)CCNC2=O,Cc1c2n(c3c(I)cc(F)cc13)CCNC2=O.COc1ncc(B2OC(C)(C)C(C)(C)O2)cn1,COc1ncc(B(O)O)cn1.Cc1c2n(c3c(I)cc(F)cc13)CCNC2=O,Cc1c2n(c3c(B4OC(C)(C)C(C)(C)O4)cc(F)cc13)CCNC2=O.COc1ncc(Br)cn1,COc1ncc(Br)cn1.Cc1c2n(c3c(Br)cc(F)cc13)CCNC2=O,COc1ncc(B2OCC(C)(C)CO2)cn1.Cc1c2n(c3c(Br)cc(F)cc13)CCNC2=O,CCCC[Sn](CCCC)(CCCC)c1cnc(OC)nc1.Cc1c2n(c3c(Br)cc(F)cc13)CCNC2=O,COc1ncc(Br)cn1.Cc1c2n(c3c(B(O)O)cc(F)cc13)CCNC2=O,Cc1c2n(c3c(Br)cc(F)cc13)CCNC2=O.COc1ncc([Sn](C)(C)C)cn1
32,CCOP(=O)(OCC)c1ccc([N+](=O)[O-])cc1,CCOP(=O)(OCC)c1ccc(N=O)cc1,CCOP(=O)(OCC)c1ccc(NC(C)=O)cc1,CCOP(=O)(OCC)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,CCOP(=O)(OCC)c1ccc(NC(=O)OC(C)(C)C)cc1,CCOP(=O)(OCC)c1ccc(NC(=O)C(F)(F)F)cc1,CCOP(=O)(OCC)c1ccc([NH])cc1,CCOP(=O)(OCC)c1ccc(NCl)cc1,CCOP(=O)(OCC)c1ccc(NO)cc1,CCOP(=O)(OCC)c1ccc(NBr)cc1
33,O=C1c2ccccc2C(=O)N1C1CCc2[nH]c3ccc([N+](=O)[O-])cc3c2C1,O=Nc1ccc2[nH]c3c(c2c1)CC(N1C(=O)c2ccccc2C1=O)CC3,Nc1ccc2[nH]c3c(c2c1)[C+](=O)([O-])C(N1C(=O)c2ccccc2C1=O)CC3,Nc1ccc2[nH]c3c(c2c1)CC(N1C(=O)c2ccccc2C1=O)C=C3,,Nc1ccc2[nH]c3c(c2c1)CC(N1C(=O)c2ccccc2C1=O)[C+](=O)([O-])C3,Nc1ccc2[nH]c3c(c2c1)CC(N1C(=O)c2ccccc2C1=O)C[C+]3(=O)[O-],CC(=O)Nc1ccc2[nH]c3c(c2c1)CC(N1C(=O)c2ccccc2C1=O)CC3,[NH]c1ccc2[nH]c3c(c2c1)CC(N1C(=O)c2ccccc2C1=O)CC3,CC(C)(C)OC(=O)Nc1ccc2[nH]c3c(c2c1)CC(N1C(=O)c2ccccc2C1=O)CC3
34,Cc1ccc(S(=O)(=O)n2cc(C(=O)c3cccc([N+](=O)[O-])c3)c3cc(-c4cccnc4)cnc32)cc1,Cc1ccc(S(=O)(=O)n2cc(C(=O)c3cccc(N=O)c3)c3cc(-c4cccnc4)cnc32)cc1,CC(=O)Nc1cccc(C(=O)c2cn(S(=O)(=O)c3ccc(C)cc3)c3ncc(-c4cccnc4)cc23)c1,Cc1ccc(S(=O)(=O)n2cc(C(=O)c3cccc(NC(=O)OC(C)(C)C)c3)c3cc(-c4cccnc4)cnc32)cc1,Cc1ccc(S(=O)(=O)n2cc(C(=O)c3cccc(NC(=O)C(F)(F)F)c3)c3cc(-c4cccnc4)cnc32)cc1,Cc1ccc(S(=O)(=O)n2cc(C(=O)c3cccc([NH])c3)c3cc(-c4cccnc4)cnc32)cc1,Cc1ccc(S(=O)(=O)n2cc(C(=O)c3cccc(N4C(=O)c5ccccc5C4=O)c3)c3cc(-c4cccnc4)cnc32)cc1,Cc1ccc(S(=O)(=O)n2cc(C(=O)c3cccc(NC(=O)OCc4ccccc4)c3)c3cc(-c4cccnc4)cnc32)cc1,Cc1ccc(S(=O)(=O)n2cc(C(=O)c3cccc(NO)c3)c3cc(-c4cccnc4)cnc32)cc1,CCONc1cccc(C(=O)c2cn(S(=O)(=O)c3ccc(C)cc3)c3ncc(-c4cccnc4)cc23)c1
35,CC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,CC(OC(=O)c1ccc([N+](=O)[O-])cc1)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,CC(OC(=O)c1ccccc1)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,CC(=O)OC(C)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,,COc1ccc2cc([C@@H](C)C(=O)OC(C)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)ccc2c1,CC(O)[C@@H](NC(=O)OC(C)(C)C)C(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,CC(OC(=O)C(C)(C)C)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,CC(OC(=O)C=CC=CC=CC=CC(=O)O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,CC(O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
36,COC(=O)c1cc(Br)c(F)c([N+](=O)[O-])c1OC,COC(=O)c1cc(Br)c(F)c(N=O)c1OC,COC(=O)c1cc(Br)c(F)c(N2C(=O)c3ccccc3C2=O)c1OC,COC(=O)c1cc(Br)c(F)c(NC(C)=O)c1OC,COC(=O)c1cc(Br)c(F)c(NC(=O)OC(C)(C)C)c1OC,COC(=O)c1cc(Br)c(F)c(NC(=O)C(F)(F)F)c1OC,COC(=O)c1cc(Br)c(F)c([NH])c1OC,COC(=O)c1cc(Br)c(F)c(NC(=O)OCc2ccccc2)c1OC,COC(=O)c1cc(Br)c(F)c(NCl)c1OC,COC(=O)c1cc(Br)c(F)c(NBr)c1OC
37,O=C(CCn1ccnc1)c1ccc2c(c1)Cc1ccccc1-2,O=C(c1ccc([N+](=O)[O-])cc1)C1c2ccccc2-c2ccc(C(O)CCn3ccnc3)cc21,O=C(c1ccccc1)C1c2ccccc2-c2ccc(C(O)CCn3ccnc3)cc21,CC(=O)C1c2ccccc2-c2ccc(C(O)CCn3ccnc3)cc21,O=C1c2ccccc2-c2ccc(C(O)CCn3ccnc3)cc21,COc1ccc2cc([C@@H](C)C(=O)C3c4ccccc4-c4ccc(C(O)CCn5ccnc5)cc43)ccc2c1,CC(C)(C)C(=O)C1c2ccccc2-c2ccc(C(O)CCn3ccnc3)cc21,OC(CCn1ccnc1)c1ccc2c(c1)Cc1ccccc1-2,O=C(O)C=CC=CC=CC=CC(=O)C1c2ccccc2-c2ccc(C(O)CCn3ccnc3)cc21,CCCC(=O)C1c2ccccc2-c2ccc(C(O)CCn3ccnc3)cc21
38,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(I)n3S(=O)(=O)c2ccccc2)c1F.C#CCN(C)C,C#CCN(C)C.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(Br)n3S(=O)(=O)c2ccccc2)c1F,C#CCN(C)C.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(ccn3S(=O)(=O)c3ccccc3)c2)c1F,C#CCN(C)C.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(OS(=O)(=O)C(F)(F)F)n3S(=O)(=O)c2ccccc2)c1F,C#CCN(C)C.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(B(O)O)n3S(=O)(=O)c2ccccc2)c1F,C#CCN(C)C.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(Cl)n3S(=O)(=O)c2ccccc2)c1F,C#CCN(C)C.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(B2OC(C)(C)C(C)(C)O2)n3S(=O)(=O)c2ccccc2)c1F,C#CCN(C)C.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(O)n3S(=O)(=O)c2ccccc2)c1F,C#CCN(C)C.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(F)n3S(=O)(=O)c2ccccc2)c1F,[CH:25]#[C:26][CH2:27][N:28]([CH3:29])[CH3:30]
39,COC(=O)c1cc(C)ccn1.O=C1CCC(=O)N1Br,COC(=O)c1cc(CO)ccn1.BrC(Br)(Br)Br,COC(=O)c1cc(CCl)ccn1.BrC(Br)(Br)Br,COC(=O)c1cc(CBr)ccn1.O=C1CCC(=O)N1Br,COC(=O)c1cc(C)ccn1.Br,COC(=O)c1cc(CBr)ccn1.BrC(Br)(Br)Br,COC(=O)c1cc(CCl)ccn1.O=C1CCC(=O)N1Br,COC(=O)c1cc(CF)ccn1.BrC(Br)(Br)Br,OBr.COC(=O)c1cc(C)ccn1,COC(=O)c1cc(C)ccn1.BrC(Br)(Br)Br
40,O=C1C(=Cc2cccnc2)CCc2ccc(Br)cc21,O=C1c2cc(Br)ccc2C=CC1Cc1cccnc1,O=C1C(Cc2cccnc2)=CCc2ccc(Br)cc21,O=C(c1cccnc1)C1CCc2ccc(Br)cc2C1=O,O=C1CC(Cc2cccnc2)C(=O)c2cc(Br)ccc21,O=C1c2cc(Br)ccc2CCC1[C+](=O)([O-])c1cccnc1,O=C1c2cc(Br)ccc2[C+](=O)([O-])CC1Cc1cccnc1,O=C1Cc2ccc(Br)cc2C(=O)C1Cc1cccnc1,CC(=O)C(c1cccnc1)C1CCc2ccc(Br)cc2C1=O,CC(=O)C1CC(Cc2cccnc2)C(=O)c2cc(Br)ccc21
41,Cc1ccc(C#N)cn1.O=C(OO)c1cccc(Cl)c1,,,,,,,,,
42,CC(C)(C)CC1NC(C(=O)O)C(c2cccc(Cl)c2F)C12C(=O)Nc1cc(Cl)ccc12.Nc1cc[nH]c(=O)c1,Nc1cc[nH]c(=O)c1.CC(C)(C)CC1NC(C(=O)Cl)C(c2cccc(Cl)c2F)C12C(=O)Nc1cc(Cl)ccc12,Nc1cc[nH]c(=O)c1.CC(C)(C)CC1NC(C(=O)[O-])C(c2cccc(Cl)c2F)C12C(=O)Nc1cc(Cl)ccc12,Nc1cc[nH]c(=O)c1.COC(=O)C1NC(CC(C)(C)C)C2(C(=O)Nc3cc(Cl)ccc32)C1c1cccc(Cl)c1F,CCOC(=O)C1NC(CC(C)(C)C)C2(C(=O)Nc3cc(Cl)ccc32)C1c1cccc(Cl)c1F.Nc1cc[nH]c(=O)c1,,,,,
43,CC1(C2NC(=O)CC(c3cccc(Cl)c3)C23C(=O)Nc2cc(Br)ccc23)CC1.NC(=O)CBr,CC1(C2NC(=O)CC(c3cccc(Cl)c3)C23C(=O)Nc2cc(Br)ccc23)CC1.NC(=O)CI,CC1(C2NC(=O)CC(c3cccc(Cl)c3)C23C(=O)Nc2cc(Br)ccc23)CC1.NC(=O)CCl,NC(=O)CO.CC1(C2NC(=O)CC(c3cccc(Cl)c3)C23C(=O)Nc2cc(Br)ccc23)CC1,CC1(C2NC(=O)CC(c3cccc(Cl)c3)C23C(=O)Nc2cc(Br)ccc23)CC1.CS(=O)(=O)OCC(N)=O,NC(=O)COS(=O)(=O)C(F)(F)F.CC1(C2NC(=O)CC(c3cccc(Cl)c3)C23C(=O)Nc2cc(Br)ccc23)CC1,CC1(C2NC(=O)CC(c3cccc(Cl)c3)C23C(=O)Nc2cc(Br)ccc23)CC1.NC(=O)CB(O)O,NC(=O)CBr.CC1(C2N(O)C(=O)CC(c3cccc(Cl)c3)C23C(=O)Nc2cc(Br)ccc23)CC1,CC1(C2NC(=O)CC(c3cccc(Cl)c3)C23C(=O)Nc2cc(Br)ccc23)CC1.CC(N)=O,CC1(C2NC(=O)CC(c3cccc(Cl)c3)C23C(=O)Nc2cc(Br)ccc23)CC1.NC(=O)C[Mg+]
44,CC(=O)N1CCc2sc(C)c(C(=O)CCCCl)c2C1.Fc1ccc2c(C3CCNCC3)noc2c1,CC(=O)N1CCc2sc(C)c(C(=O)CCCBr)c2C1.Fc1ccc2c(C3CCNCC3)noc2c1,Fc1ccc2c(C3CCNCC3)noc2c1.CC(=O)N1CCc2sc(C)c(C(=O)CCCO)c2C1,CC(=O)N1CCc2sc(C)c(C(=O)CCCI)c2C1.Fc1ccc2c(C3CCNCC3)noc2c1,CC(=O)N1CCc2sc(C)c(C(=O)CCCOS(C)(=O)=O)c2C1.Fc1ccc2c(C3CCNCC3)noc2c1,Fc1ccc2c(C3CCNCC3)noc2c1.CC(=O)N1CCc2sc(C)c(C(=O)CCCF)c2C1,CC(=O)N1CCc2sc(C)c(C(=O)CCC=O)c2C1.Fc1ccc2c(C3CCNCC3)noc2c1,CCCC(=O)c1c(C)sc2c1CN(C(C)=O)CC2.Fc1ccc2c(C3CCNCC3)noc2c1,CC(=O)N1CCc2sc(C)c(C(=O)CCCOS(=O)(=O)C(F)(F)F)c2C1.Fc1ccc2c(C3CCNCC3)noc2c1,CCc1sc(C)c(C(=O)CCCN2CCC(c3noc4cc(F)ccc34)CC2)c1CN(Cl)C(C)=O
45,O=Cc1ccc(Cl)cc1Cl.CC1=CCCC(C)(C)C1/C=C/C(C)N(C)C,CI.CC1=CCCC(C)(C)C1/C=C/C(C)N(C)Cc1ccc(Cl)cc1Cl,CI.CC1=CCCC(C)(C)C1/C=C/C(C)N(C)Cc1ccc(Cl)cc1Cl,Clc1ccc(CBr)c(Cl)c1.CC1=CCCC(C)(C)C1/C=C/C(C)N(C)C,CC1=CCCC(C)(C)C1/C=C/C(C)N(C)C.ClCc1ccc(Cl)cc1Cl,C=O.CC1=CCCC(C)(C)C1/C=C/C(C)N(C)Cc1ccc(Cl)cc1Cl,C=O.CC1=CCCC(C)(C)C1/C=C/C(C)N(C)Cc1ccc(Cl)cc1Cl,CN(C)Cc1ccc(Cl)cc1Cl.CC(=O)/C=C/C1C(C)=CCCC1(C)C,CBr.CC1=CCCC(C)(C)C1/C=C/C(C)N(C)Cc1ccc(Cl)cc1Cl,CBr.CC1=CCCC(C)(C)C1/C=C/C(C)N(C)Cc1ccc(Cl)cc1Cl
46,Fc1ccc2[nH]cc(CCCCBr)c2c1.COc1cccc2c1CC(NC1CCC1)CO2,Fc1ccc2[nH]cc(CCCCCl)c2c1.COc1cccc2c1CC(NC1CCC1)CO2,CS(=O)(=O)OCCCCc1c[nH]c2ccc(F)cc12.COc1cccc2c1CC(NC1CCC1)CO2,COc1cccc2c1CC(NC1CCC1)CO2.O=CCCCc1c[nH]c2ccc(F)cc12,Fc1ccc2[nH]cc(CCCCI)c2c1.COc1cccc2c1CC(NC1CCC1)CO2,COc1cccc2c1CC(NCCCCc1c[nH]c3ccc(F)cc13)CO2.O=C1CCC1,OCCCCc1c[nH]c2ccc(F)cc12.COc1cccc2c1CC(NC1CCC1)CO2,COc1cccc2c1CC(=O)CO2.Fc1ccc2[nH]cc(CCCCNC3CCC3)c2c1,O=S(=O)(OCCCCc1c[nH]c2ccc(F)cc12)C(F)(F)F.COc1cccc2c1CC(NC1CCC1)CO2,FCCCCc1c[nH]c2ccc(F)cc12.COc1cccc2c1CC(NC1CCC1)CO2
47,O=C(O)c1nc(-c2ccccc2)[nH]c1CCC12CC3CC(CC(C3)C1)C2.COC(=O)OCc1cccc(N)c1,COC(=O)Cl.O=C(Nc1cccc(CO)c1)c1nc(-c2ccccc2)[nH]c1CCC12CC3CC(CC(C3)C1)C2,COC(=O)OCc1cccc(N)c1.O=C(Cl)c1nc(-c2ccccc2)[nH]c1CCC12CC3CC(CC(C3)C1)C2,O=C([O-])c1nc(-c2ccccc2)[nH]c1CCC12CC3CC(CC(C3)C1)C2.COC(=O)OCc1cccc(N)c1,CCOC(=O)c1nc(-c2ccccc2)[nH]c1CCC12CC3CC(CC(C3)C1)C2.COC(=O)OCc1cccc(N)c1,COC(=O)c1nc(-c2ccccc2)[nH]c1CCC12CC3CC(CC(C3)C1)C2.COC(=O)OCc1cccc(N)c1,COC(=O)O.O=C(Nc1cccc(CO)c1)c1nc(-c2ccccc2)[nH]c1CCC12CC3CC(CC(C3)C1)C2,CC(C)(C)OC(=O)c1nc(-c2ccccc2)[nH]c1CCC12CC3CC(CC(C3)C1)C2.COC(=O)OCc1cccc(N)c1,O=C(Br)c1nc(-c2ccccc2)[nH]c1CCC12CC3CC(CC(C3)C1)C2.COC(=O)OCc1cccc(N)c1,O=Cc1nc(-c2ccccc2)[nH]c1CCC12CC3CC(CC(C3)C1)C2.COC(=O)OCc1cccc(N)c1
48,OC1CCC1.COc1ccc(Cl)cc1-c1ccnc(Cl)c1,COc1ccc(Cl)cc1-c1ccnc(F)c1.OC1CCC1,COc1ccc(Cl)cc1-c1ccnc(I)c1.OC1CCC1,OC1CCC1.COc1ccc(Cl)cc1-c1ccnc(O)c1,COc1ccc(Cl)cc1-c1ccnc(Br)c1.OC1CCC1,COc1ccc(Cl)cc1-c1ccnc(OS(=O)(=O)C(F)(F)F)c1.OC1CCC1,OC1CCC1.COc1ccc(Cl)cc1-c1ccnc(OS(C)(=O)=O)c1,CI.Oc1ccc(Cl)cc1-c1ccnc(OC2CCC2)c1,[OH:15][CH:16]1[CH2:17][CH2:18][CH2:19]1,COc1ccc(Cl)cc1Cl.Brc1ccnc(OC2CCC2)c1
49,COC(=O)CNc1nc(Cl)ccc1[N+](=O)[O-].CO,COC(=O)CN.COc1ccc([N+](=O)[O-])c(Cl)n1,COC(=O)CN.COc1ccc([N+](=O)[O-])c(OS(=O)(=O)C(F)(F)F)n1,COC(=O)CN.COc1ccc([N+](=O)[O-])c(F)n1,COC(=O)CNc1nc(F)ccc1[N+](=O)[O-].CO,CO.COC(=O)CNc1nc(Br)ccc1[N+](=O)[O-],COC(=O)CNc1nc(OS(=O)(=O)C(F)(F)F)ccc1[N+](=O)[O-].CO,COC(=O)CN.COc1ccc([N+](=O)[O-])c(Br)n1,COC(=O)CNc1nc(I)ccc1[N+](=O)[O-].CO,COC(=O)CNc1nc(O)ccc1[N+](=O)[O-].CO
50,O=C(/C=C/c1ccc(Cl)c(Cl)c1)N1CCC(=O)N(CCCCBr)CC1.CNC1CCOCC1,O=C(/C=C/c1ccc(Cl)c(Cl)c1)N1CCC(=O)N(CCCCCl)CC1.CNC1CCOCC1,O=C(/C=C/c1ccc(Cl)c(Cl)c1)N1CCC(=O)N(CCCCI)CC1.CNC1CCOCC1,O=C(/C=C/c1ccc(Cl)c(Cl)c1)N1CCC(=O)N(CCCCO)CC1.CNC1CCOCC1,CN(CCCCCl)C1CCOCC1.O=C1CCN(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)CCN1,O=C(/C=C/c1ccc(Cl)c(Cl)c1)N1CCC(=O)N(CCCCF)CC1.CNC1CCOCC1,O=CCCCN1CCN(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)CCC1=O.CNC1CCOCC1,CS(=O)(=O)OCCCCN1CCN(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)CCC1=O.CNC1CCOCC1,C=O.O=C(/C=C/c1ccc(Cl)c(Cl)c1)N1CCC(=O)N(CCCCNC2CCOCC2)CC1,CNCCCCN1CCN(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)CCC1=O.O=C1CCOCC1
51,Ic1ccc(I)cc1.OC1CN2CCC1CC2,Oc1ccc(I)cc1.OC1CN2CCC1CC2,OC1CN2CCC1CC2.Fc1ccc(I)cc1,OB(O)c1ccc(I)cc1.OC1CN2CCC1CC2,Brc1ccc(I)cc1.OC1CN2CCC1CC2,OC1CN2CCC1CC2.Clc1ccc(I)cc1,OC1CN2CCC1CC2.CS(=O)(=O)Oc1ccc(I)cc1,[OH:6][CH:7]1[CH2:8][N:9]2[CH2:10][CH2:11][CH:12]1[CH2:13][CH2:14]2,Cc1ccc(I)cc1.OC1CN2CCC1CC2,OC1CN2CCC1CC2.Ic1ccccc1
52,C[C@H](N)C(=O)NCC1CCN(C(=O)OC(C)(C)C)CC1.O=C(O)c1ccc(S(=O)(=O)Nc2ccccc2Oc2ccc(Cl)cc2Cl)cc1,CC(C)(C)OC(=O)N1CCC(CN)CC1.C[C@H](NC(=O)c1ccc(S(=O)(=O)Nc2ccccc2Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,C[C@H](NC(=O)c1ccc(S(=O)(=O)Cl)cc1)C(=O)NCC1CCN(C(=O)OC(C)(C)C)CC1.Nc1ccccc1Oc1ccc(Cl)cc1Cl,C[C@H](NC(=O)c1ccc(S(=O)(=O)O)cc1)C(=O)NCC1CCN(C(=O)OC(C)(C)C)CC1.Nc1ccccc1Oc1ccc(Cl)cc1Cl,O=C(Cl)c1ccc(S(=O)(=O)Nc2ccccc2Oc2ccc(Cl)cc2Cl)cc1.C[C@H](N)C(=O)NCC1CCN(C(=O)OC(C)(C)C)CC1,C[C@H](N)C(=O)NCC1CCN(C(=O)OC(C)(C)C)CC1.COC(=O)c1ccc(S(=O)(=O)Nc2ccccc2Oc2ccc(Cl)cc2Cl)cc1,C[C@H](NC(=O)c1ccc(S(=O)(=O)Nc2ccccc2Oc2ccc(Cl)cc2Cl)cc1)C(=O)[O-].CC(C)(C)OC(=O)N1CCC(CN)CC1,CC(C)(C)OC(=O)N1CCC(CN)CC1.COC(=O)[C@H](C)NC(=O)c1ccc(S(=O)(=O)Nc2ccccc2Oc2ccc(Cl)cc2Cl)cc1,C[C@H](N)C(=O)NCC1CCN(C(=O)OC(C)(C)C)CC1.O=C([O-])c1ccc(S(=O)(=O)Nc2ccccc2Oc2ccc(Cl)cc2Cl)cc1,C[C@H](NC(=O)c1ccc(S(=O)(=O)F)cc1)C(=O)NCC1CCN(C(=O)OC(C)(C)C)CC1.Nc1ccccc1Oc1ccc(Cl)cc1Cl
